engine_id,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,cycle_norm,RUL
21,0.0018,0.0001,642.57,1595.24,1412.1,21.61,553.33,2388.1,9053.33,47.51,521.25,2388.08,8142.04,8.4635,391,38.88,23.3637,0.6256410256410256,73
21,-0.0012,0.0002,642.74,1583.5,1415.04,21.61,553.75,2388.11,9060.15,47.75,521.47,2388.08,8144.71,8.446,391,38.81,23.3874,0.6307692307692307,72
21,0.0003,-0.0005,642.82,1588.34,1411.5,21.61,553.4,2388.11,9062.02,47.6,520.98,2388.12,8146.12,8.4367,391,38.89,23.4002,0.6358974358974359,71
21,-0.0001,-0.0002,642.63,1595.18,1410.76,21.61,553.77,2388.07,9072.67,47.56,521.64,2388.11,8144.83,8.4173,393,38.76,23.2628,0.6410256410256411,70
21,-0.0009,-0.0004,642.4,1591.35,1408.97,21.61,553.86,2388.05,9070.45,47.59,521.7,2388.08,8145.16,8.4468,394,38.75,23.2976,0.6461538461538462,69
21,0.0002,-0.0002,642.69,1589.56,1400.51,21.61,553.63,2388.06,9066.51,47.44,521.36,2388.11,8147.79,8.452,393,38.79,23.3247,0.6512820512820513,68
21,0.0032,0.0003,643.41,1588.81,1406.46,21.61,553.03,2388.06,9069.36,47.53,520.88,2388.1,8145.61,8.4725,394,38.94,23.2945,0.6564102564102564,67
21,0.0017,0.0002,642.76,1594.6,1407.09,21.61,554.07,2388.16,9075.13,47.58,521.52,2388.1,8153.58,8.4436,393,38.78,23.224,0.6615384615384615,66
21,0.0028,0.0003,642.81,1588.48,1410.11,21.61,553.97,2388.06,9068.87,47.37,520.74,2388.09,8148.01,8.4605,394,38.74,23.269,0.6666666666666666,65
21,-0.0016,0.0003,643.15,1584.97,1410.27,21.61,553.1,2388.09,9072.6,47.61,521.77,2388.14,8149.2,8.4525,394,38.72,23.2955,0.6717948717948717,64
21,-0.0022,0.0001,642.76,1591.51,1408.89,21.61,552.9,2388.07,9061.53,47.48,521.7,2388.11,8144.47,8.4181,394,38.76,23.3921,0.676923076923077,63
21,0.0064,-0.0005,642.56,1598.14,1414.9,21.61,554.37,2388.11,9066.53,47.57,521.93,2388.04,8147.1,8.4356,395,38.79,23.2963,0.6820512820512821,62
21,0.0039,0.0003,642.57,1590.62,1410.79,21.61,553.95,2388.05,9065.4,47.53,521.06,2388.14,8151.04,8.4479,394,38.6,23.2605,0.6871794871794872,61
21,0.0003,0.0002,642.23,1588.66,1404.97,21.61,553.61,2388.17,9068.44,47.51,521.4,2388.08,8147.56,8.4651,394,38.75,23.2431,0.6923076923076923,60
21,-0.0006,-0.0004,642.61,1598.86,1413.49,21.61,552.99,2388.11,9066.18,47.65,521.43,2388.13,8147.23,8.4518,394,38.87,23.2353,0.6974358974358974,59
21,-0.0048,-0.0005,642.94,1588.26,1405.87,21.61,553.4,2388.11,9067.74,47.61,521.25,2388.09,8146.93,8.4593,393,38.76,23.2635,0.7025641025641025,58
21,-0.0025,0.0004,642.75,1586.45,1406.24,21.61,553.23,2388.14,9070.27,47.44,521.26,2388.1,8147.52,8.4349,393,38.82,23.2735,0.7076923076923077,57
21,0.0004,0.0004,643.01,1594.76,1416.14,21.61,553.28,2388.08,9073.29,47.7,521.2,2388.15,8152.45,8.4359,392,38.8,23.2491,0.7128205128205128,56
21,0.0003,-0.0002,642.75,1590.53,1408.66,21.61,553.7,2388.15,9071.64,47.78,521.3,2388.06,8150.49,8.4229,393,39.02,23.2696,0.717948717948718,55
21,0.0,-0.0004,642.52,1590.22,1408.6,21.61,553.2,2388.12,9073.16,47.71,521.08,2388.04,8151.97,8.443,394,38.69,23.2107,0.7230769230769231,54
21,-0.0001,0.0001,642.87,1591.83,1407.97,21.61,553.12,2388.09,9072.21,47.57,521.47,2388.11,8149.66,8.4546,392,38.8,23.3117,0.7282051282051282,53
21,-0.0015,0.0003,643.19,1600.66,1419.94,21.61,553.82,2388.09,9078.92,47.64,521.15,2388.14,8154.46,8.4693,394,38.84,23.2598,0.7333333333333333,52
21,0.0028,-0.0002,643.46,1597.79,1414.83,21.61,553.11,2388.08,9072.9,47.71,520.67,2388.09,8153.16,8.441,394,38.83,23.2787,0.7384615384615385,51
21,0.0008,-0.0004,642.77,1593.0,1414.49,21.61,552.38,2388.07,9080.86,47.61,521.07,2388.11,8157.89,8.4962,393,38.72,23.1927,0.7435897435897436,50
21,0.0025,-0.0003,643.12,1589.7,1422.79,21.61,553.58,2388.05,9066.02,47.54,521.21,2388.08,8159.43,8.4637,394,38.84,23.3137,0.7487179487179487,49
21,0.0025,-0.0004,642.53,1591.56,1417.28,21.61,553.45,2388.17,9081.9,47.88,520.75,2388.05,8157.74,8.48,395,38.86,23.1837,0.7538461538461538,48
21,0.0029,0.0001,643.15,1588.13,1406.62,21.61,553.04,2388.16,9077.43,47.58,521.03,2388.1,8154.66,8.4469,393,38.85,23.3063,0.7589743589743589,47
21,0.0033,0.0001,642.91,1594.72,1413.36,21.61,552.54,2388.15,9080.58,47.65,521.19,2388.11,8157.65,8.4113,393,38.89,23.1911,0.764102564102564,46
21,-0.0014,-0.0003,642.26,1599.6,1412.12,21.61,553.03,2388.1,9076.81,47.71,521.32,2388.12,8161.36,8.4638,394,38.92,23.2747,0.7692307692307693,45
21,-0.0032,-0.0,642.77,1585.08,1414.44,21.61,552.87,2388.07,9073.87,47.73,521.25,2388.1,8166.1,8.4426,394,38.62,23.2335,0.7743589743589744,44
21,-0.0012,-0.0005,642.83,1595.37,1412.12,21.61,553.26,2388.11,9082.77,47.79,521.0,2388.07,8159.12,8.4098,395,38.74,23.2816,0.7794871794871795,43
21,-0.001,-0.0005,643.1,1584.27,1418.47,21.61,552.95,2388.08,9082.64,47.76,520.69,2388.11,8155.94,8.4762,394,38.56,23.2731,0.7846153846153846,42
21,0.002,0.0001,642.56,1586.47,1419.52,21.61,553.27,2388.11,9082.47,47.72,520.55,2388.15,8163.52,8.4195,393,38.63,23.1987,0.7897435897435897,41
21,0.0005,-0.0002,642.77,1593.21,1406.5,21.61,552.4,2388.08,9095.98,47.68,520.82,2388.08,8163.58,8.4335,393,38.66,23.1898,0.7948717948717948,40
21,-0.0005,-0.0005,643.0,1599.97,1411.74,21.61,552.63,2388.09,9086.95,47.61,520.53,2388.1,8161.57,8.4146,392,38.62,23.2129,0.8,39
21,0.0057,0.0,643.06,1601.96,1414.12,21.61,553.11,2388.15,9088.15,47.76,521.1,2388.11,8165.79,8.4845,394,38.55,23.3392,0.8051282051282052,38
21,0.0009,0.0002,642.8,1593.77,1411.02,21.61,553.16,2388.11,9087.09,47.81,520.49,2388.07,8166.88,8.4554,394,38.8,23.1642,0.8102564102564103,37
21,0.0014,0.0,642.73,1594.58,1417.5,21.61,552.57,2388.08,9088.19,47.7,520.54,2388.06,8163.26,8.4267,394,38.75,23.2341,0.8153846153846154,36
21,-0.0028,-0.0001,643.06,1601.23,1407.82,21.61,552.3,2388.12,9093.52,47.63,521.01,2388.11,8166.89,8.4641,395,38.71,23.2987,0.8205128205128205,35
21,0.0004,0.0003,642.79,1594.93,1420.38,21.61,553.29,2388.11,9094.77,47.73,521.11,2388.11,8171.92,8.4746,395,38.49,23.2861,0.8256410256410256,34
21,0.0007,0.0,643.31,1588.03,1415.55,21.61,552.7,2388.11,9092.14,47.7,520.88,2388.11,8165.3,8.5071,393,38.79,23.1656,0.8307692307692308,33
21,-0.0035,-0.0005,643.3,1594.18,1412.92,21.61,552.95,2388.08,9092.14,47.67,520.95,2388.1,8168.25,8.4444,393,38.72,23.2533,0.8358974358974359,32
21,-0.0007,-0.0004,643.02,1601.71,1415.87,21.61,552.82,2388.11,9101.89,47.75,520.83,2388.1,8173.99,8.503,395,38.67,23.2322,0.841025641025641,31
21,-0.006,-0.0003,643.14,1597.76,1419.22,21.61,551.98,2388.15,9099.62,47.7,520.86,2388.11,8169.29,8.4775,396,38.73,23.1884,0.8461538461538461,30
21,0.0012,0.0001,643.15,1597.12,1417.56,21.61,552.81,2388.05,9102.87,47.83,520.93,2388.13,8172.86,8.4679,395,38.65,23.1204,0.8512820512820513,29
21,-0.0013,0.0001,642.67,1592.84,1417.03,21.61,552.64,2388.16,9101.3,47.84,520.99,2388.07,8170.57,8.4524,394,38.64,23.139,0.8564102564102564,28
21,-0.0008,0.0002,643.45,1593.49,1416.86,21.61,551.85,2388.18,9102.44,47.74,520.6,2388.11,8170.55,8.4539,394,38.55,23.1738,0.8615384615384616,27
21,0.0015,0.0002,642.95,1598.72,1404.44,21.61,553.35,2388.15,9110.26,47.7,520.84,2388.05,8181.51,8.4793,394,38.73,23.2333,0.8666666666666667,26
21,0.001,0.0,643.36,1593.53,1414.34,21.61,552.37,2388.14,9100.01,47.92,520.15,2388.17,8182.63,8.467,394,38.68,23.1021,0.8717948717948718,25
21,0.0004,-0.0,642.93,1594.59,1416.98,21.61,552.45,2388.08,9111.28,47.72,520.61,2388.14,8175.93,8.4731,394,38.71,23.2438,0.8769230769230769,24
21,-0.0008,-0.0001,642.73,1601.24,1419.57,21.61,552.88,2388.16,9110.58,47.72,520.32,2388.16,8181.55,8.4629,395,38.69,23.2232,0.882051282051282,23
21,0.0023,-0.0005,643.66,1589.76,1416.02,21.61,553.26,2388.14,9112.71,47.82,520.68,2388.08,8182.9,8.499,393,38.76,23.2221,0.8871794871794871,22
21,-0.0022,-0.0002,643.44,1595.7,1413.63,21.61,552.78,2388.11,9106.13,47.81,520.7,2388.06,8184.51,8.4898,396,38.56,23.1385,0.8923076923076924,21
21,-0.0009,-0.0,643.33,1601.66,1420.72,21.61,552.24,2388.13,9110.08,47.91,520.81,2388.1,8182.66,8.5325,396,38.56,23.2721,0.8974358974358975,20
21,-0.0005,-0.0005,643.64,1595.64,1421.95,21.61,553.12,2388.14,9117.62,47.93,521.13,2388.14,8185.37,8.4777,395,38.71,23.2371,0.9025641025641026,19
21,0.001,0.0004,643.16,1595.49,1415.35,21.61,551.88,2388.12,9119.15,47.98,521.02,2388.07,8192.54,8.4571,395,38.62,23.15,0.9076923076923077,18
21,0.0002,0.0003,643.16,1595.14,1415.78,21.61,552.41,2388.13,9115.87,47.92,520.47,2388.11,8191.23,8.5123,395,38.53,23.1336,0.9128205128205128,17
21,0.0026,-0.0004,643.43,1596.67,1420.57,21.61,552.81,2388.11,9123.59,47.85,520.68,2388.12,8188.25,8.4978,394,38.64,23.1996,0.9179487179487179,16
21,-0.0038,0.0002,643.28,1592.47,1425.74,21.61,551.82,2388.08,9124.41,47.9,520.18,2388.1,8197.22,8.4731,396,38.76,23.1245,0.9230769230769231,15
21,-0.0004,-0.0004,643.25,1601.61,1423.88,21.61,552.28,2388.09,9127.29,47.71,520.23,2388.11,8196.37,8.5089,396,38.63,23.1915,0.9282051282051282,14
21,-0.0038,0.0,644.03,1594.42,1427.49,21.61,551.45,2388.2,9126.2,48.05,520.43,2388.12,8205.05,8.4974,396,38.47,23.0623,0.9333333333333333,13
21,0.0002,-0.0002,643.15,1599.18,1421.65,21.61,552.49,2388.12,9128.53,47.72,521.04,2388.2,8195.84,8.4768,396,38.53,23.0947,0.9384615384615385,12
21,-0.0028,-0.0001,643.51,1601.81,1414.46,21.61,552.05,2388.2,9133.01,47.99,520.48,2388.11,8203.49,8.5162,397,38.39,23.0725,0.9435897435897436,11
21,0.0013,0.0002,643.31,1597.22,1421.54,21.61,552.19,2388.14,9132.55,47.84,519.95,2388.13,8202.54,8.5276,395,38.62,23.126,0.9487179487179487,10
21,-0.0008,-0.0,643.18,1596.2,1424.98,21.61,552.11,2388.13,9140.98,48.02,520.19,2388.1,8206.42,8.5151,395,38.63,23.1031,0.9538461538461539,9
21,0.0006,0.0004,643.37,1605.88,1421.25,21.61,552.45,2388.07,9140.81,48.25,519.79,2388.16,8212.31,8.492,396,38.59,23.0394,0.958974358974359,8
21,0.0001,0.0,642.96,1601.95,1421.99,21.61,552.16,2388.16,9150.4,47.98,520.46,2388.15,8211.32,8.5185,395,38.36,23.1883,0.9641025641025641,7
21,0.0039,-0.0002,643.15,1597.93,1428.04,21.61,551.89,2388.14,9147.63,47.97,520.52,2388.16,8213.86,8.4658,395,38.43,23.2103,0.9692307692307692,6
21,0.0023,-0.0003,643.97,1605.53,1420.52,21.61,552.77,2388.13,9149.16,47.98,520.11,2388.15,8217.12,8.5157,395,38.43,23.0629,0.9743589743589743,5
21,-0.0004,-0.0004,643.52,1597.89,1430.71,21.61,552.18,2388.18,9158.26,48.05,520.11,2388.15,8212.58,8.48,397,38.58,23.0457,0.9794871794871794,4
21,-0.0023,0.0,643.89,1597.72,1424.5,21.61,551.78,2388.19,9162.31,48.09,520.77,2388.15,8222.4,8.5063,397,38.35,23.1247,0.9846153846153847,3
21,0.0008,0.0002,644.02,1603.87,1423.72,21.61,552.26,2388.15,9155.93,48.08,519.83,2388.16,8219.88,8.509,397,38.54,23.0377,0.9897435897435898,2
21,-0.0007,-0.0005,643.85,1604.29,1434.26,21.61,551.4,2388.18,9164.82,48.16,520.48,2388.21,8231.47,8.5032,398,38.44,22.9791,0.9948717948717949,1
21,0.0022,0.0,643.87,1606.47,1432.84,21.61,551.79,2388.18,9161.51,48.04,520.26,2388.19,8224.87,8.5197,399,38.44,22.986,1.0,0
22,-0.0,-0.0003,642.68,1595.65,1408.51,21.61,553.04,2388.09,9048.21,47.46,521.07,2388.16,8127.45,8.4425,393,38.96,23.3081,0.0049504950495049506,125
22,0.0022,0.0001,642.59,1590.88,1411.44,21.61,552.92,2388.16,9044.01,47.65,521.14,2388.15,8131.18,8.4395,393,38.71,23.4163,0.009900990099009901,125
22,-0.0018,0.0002,642.41,1589.32,1410.07,21.61,552.67,2388.13,9056.46,47.49,520.81,2388.15,8125.89,8.4301,394,38.76,23.1676,0.01485148514851485,125
22,0.0005,0.0004,642.42,1596.85,1403.26,21.61,553.31,2388.07,9045.95,47.5,521.63,2388.15,8127.41,8.4372,392,38.89,23.2945,0.019801980198019802,125
22,-0.0001,0.0001,642.36,1587.95,1407.96,21.61,554.04,2388.13,9035.89,47.71,520.94,2388.2,8128.25,8.4278,394,38.68,23.2824,0.024752475247524754,125
22,-0.0004,0.0003,642.66,1587.49,1413.09,21.61,553.75,2388.06,9044.99,47.41,521.27,2388.15,8135.4,8.4446,393,38.78,23.3516,0.0297029702970297,125
22,-0.0005,0.0002,642.63,1594.08,1406.14,21.61,553.59,2388.12,9040.26,47.66,520.55,2388.13,8127.41,8.4663,394,38.91,23.304,0.034653465346534656,125
22,0.0011,-0.0004,643.18,1584.45,1418.91,21.61,553.83,2388.11,9052.11,47.66,521.43,2388.17,8126.0,8.4409,393,38.92,23.3256,0.039603960396039604,125
22,0.0009,-0.0005,643.11,1590.34,1409.79,21.61,553.57,2388.22,9040.64,47.65,521.58,2388.16,8124.8,8.4316,394,38.82,23.2955,0.04455445544554455,125
22,0.0012,-0.0003,642.29,1591.75,1411.62,21.61,553.33,2388.15,9044.26,47.67,521.2,2388.11,8122.79,8.4794,393,38.72,23.2838,0.04950495049504951,125
22,0.0017,0.0004,642.61,1587.96,1404.46,21.61,554.07,2388.14,9042.47,47.73,520.48,2388.12,8127.28,8.4147,394,38.7,23.3495,0.054455445544554455,125
22,-0.001,0.0002,642.72,1586.77,1413.64,21.61,552.9,2388.21,9039.84,47.59,520.83,2388.11,8123.69,8.4622,393,38.84,23.1621,0.0594059405940594,125
22,-0.0041,0.0004,642.45,1595.05,1413.46,21.61,552.68,2388.12,9046.53,47.67,521.21,2388.12,8121.41,8.4276,394,38.8,23.3091,0.06435643564356436,125
22,0.0004,-0.0002,642.89,1590.5,1420.34,21.61,554.09,2388.12,9039.32,47.65,520.88,2388.14,8125.04,8.4289,394,38.86,23.1621,0.06930693069306931,125
22,-0.0014,-0.0001,642.69,1600.63,1414.01,21.61,552.0,2388.19,9045.78,47.46,521.0,2388.09,8127.87,8.4551,394,38.71,23.3128,0.07425742574257425,125
22,0.0015,-0.0003,642.42,1586.73,1410.75,21.61,552.99,2388.14,9041.7,47.59,521.01,2388.15,8135.22,8.454,394,38.86,23.3476,0.07920792079207921,125
22,0.0022,0.0004,642.88,1587.89,1406.81,21.61,553.92,2388.12,9037.92,47.71,520.99,2388.16,8129.56,8.4312,392,38.8,23.3163,0.08415841584158416,125
22,0.0021,0.0002,642.64,1592.63,1409.51,21.61,552.79,2388.12,9042.88,47.6,521.5,2388.21,8123.89,8.4288,393,38.83,23.1931,0.0891089108910891,125
22,0.0001,-0.0004,643.03,1585.65,1413.45,21.61,552.6,2388.12,9048.97,47.65,521.81,2388.17,8131.67,8.441,393,38.71,23.3558,0.09405940594059406,125
22,-0.0014,-0.0001,643.22,1591.93,1411.39,21.61,553.18,2388.14,9044.9,47.74,520.91,2388.14,8125.48,8.4526,393,39.01,23.2308,0.09900990099009901,125
22,-0.0014,0.0,642.56,1593.16,1409.59,21.61,553.37,2388.12,9044.41,47.68,520.71,2388.14,8123.6,8.4246,393,38.84,23.2658,0.10396039603960396,125
22,0.0007,0.0004,642.67,1587.34,1412.77,21.61,553.08,2388.15,9042.13,47.58,520.82,2388.08,8132.42,8.4274,392,38.78,23.242,0.10891089108910891,125
22,0.0001,0.0001,642.44,1595.99,1409.68,21.61,553.57,2388.13,9043.14,47.57,520.97,2388.14,8121.34,8.4364,393,38.79,23.3627,0.11386138613861387,125
22,0.0008,0.0004,642.91,1586.17,1409.73,21.61,553.32,2388.12,9047.04,47.47,521.56,2388.17,8125.34,8.4327,395,38.73,23.2765,0.1188118811881188,125
22,0.0019,-0.0001,642.6,1593.43,1409.55,21.61,553.4,2388.09,9048.42,47.66,520.49,2388.16,8116.77,8.4643,394,38.69,23.3008,0.12376237623762376,125
22,0.0007,0.0,642.92,1589.99,1408.98,21.61,552.63,2388.18,9049.9,47.4,520.75,2388.16,8126.34,8.4655,393,38.96,23.2249,0.12871287128712872,125
22,0.0032,0.0,642.69,1590.61,1410.76,21.61,553.64,2388.13,9052.21,47.66,521.39,2388.13,8133.38,8.4366,393,38.61,23.3329,0.13366336633663367,125
22,-0.0013,-0.0005,642.83,1588.41,1411.78,21.61,552.87,2388.16,9041.39,47.71,521.28,2388.1,8128.43,8.4493,394,38.94,23.2111,0.13861386138613863,125
22,0.0006,-0.0002,642.75,1588.83,1411.5,21.61,553.22,2388.13,9038.83,47.46,521.2,2388.15,8132.2,8.4415,394,38.72,23.276,0.14356435643564355,125
22,-0.0024,0.0003,642.84,1592.78,1412.47,21.61,553.33,2388.11,9037.23,47.66,521.41,2388.2,8125.15,8.4389,393,38.88,23.3015,0.1485148514851485,125
22,0.0032,-0.0003,642.29,1584.71,1407.49,21.61,553.29,2388.12,9050.26,47.66,521.04,2388.13,8126.72,8.4626,393,38.78,23.26,0.15346534653465346,125
22,-0.0009,0.0001,642.5,1592.92,1407.23,21.61,552.93,2388.17,9038.48,47.6,521.43,2388.13,8126.45,8.4447,394,38.61,23.3354,0.15841584158415842,125
22,0.0008,0.0004,642.43,1591.08,1409.14,21.61,552.9,2388.17,9042.82,47.53,522.0,2388.14,8127.86,8.4072,392,38.76,23.3509,0.16336633663366337,125
22,-0.0037,-0.0004,642.53,1590.05,1414.03,21.61,553.34,2388.1,9049.79,47.51,520.76,2388.14,8125.8,8.4838,393,38.89,23.3121,0.16831683168316833,125
22,0.0012,-0.0002,642.83,1589.06,1409.98,21.61,553.06,2388.14,9044.0,47.69,521.21,2388.1,8125.35,8.4399,394,38.91,23.2996,0.17326732673267325,125
22,0.0,0.0004,642.63,1592.48,1412.09,21.61,553.71,2388.09,9047.83,47.52,521.11,2388.18,8124.7,8.4368,394,38.9,23.3578,0.1782178217821782,125
22,-0.0024,-0.0003,642.31,1594.24,1408.3,21.61,553.45,2388.1,9048.22,47.65,520.83,2388.13,8124.69,8.4571,393,38.92,23.2489,0.18316831683168316,125
22,-0.0006,0.0,642.93,1591.82,1411.74,21.61,553.42,2388.15,9044.73,47.62,521.33,2388.13,8126.4,8.4371,393,38.96,23.2732,0.18811881188118812,125
22,-0.004,0.0004,642.44,1593.23,1413.65,21.61,553.35,2388.13,9046.5,47.51,520.9,2388.15,8125.4,8.4423,393,38.67,23.2188,0.19306930693069307,125
22,0.0032,-0.0001,642.55,1587.03,1405.63,21.61,553.22,2388.16,9039.3,47.55,520.95,2388.12,8123.26,8.4329,393,38.86,23.2459,0.19801980198019803,125
22,-0.0002,0.0003,642.86,1589.65,1413.05,21.61,553.35,2388.16,9044.16,47.65,520.78,2388.16,8123.49,8.463,393,38.84,23.1941,0.20297029702970298,125
22,-0.0037,0.0002,642.75,1593.97,1416.36,21.61,553.76,2388.13,9042.44,47.71,521.21,2388.11,8122.91,8.432,393,38.8,23.2746,0.2079207920792079,125
22,0.0017,-0.0,642.83,1591.19,1406.56,21.61,553.37,2388.16,9042.23,47.72,520.95,2388.12,8122.16,8.4669,393,38.68,23.2147,0.21287128712871287,125
22,0.0057,0.0001,642.89,1589.1,1408.15,21.61,552.66,2388.13,9038.02,47.51,521.05,2388.16,8125.62,8.502,395,38.66,23.3035,0.21782178217821782,125
22,-0.003,-0.0003,642.71,1595.96,1417.33,21.61,553.71,2388.11,9045.2,47.5,521.14,2388.12,8125.81,8.4419,393,38.79,23.2857,0.22277227722772278,125
22,-0.0006,-0.0003,642.48,1586.35,1414.96,21.61,553.26,2388.15,9045.76,47.6,521.06,2388.14,8124.12,8.4278,393,38.86,23.129,0.22772277227722773,125
22,0.0044,-0.0003,642.53,1593.06,1406.87,21.61,553.2,2388.15,9047.78,47.63,521.28,2388.13,8128.01,8.427,393,38.79,23.1882,0.23267326732673269,125
22,-0.0012,-0.0001,642.32,1593.99,1419.52,21.61,553.52,2388.12,9043.64,47.7,520.89,2388.16,8126.58,8.4535,392,38.75,23.2646,0.2376237623762376,125
22,0.0008,-0.0002,642.72,1586.85,1410.55,21.61,552.88,2388.11,9042.81,47.62,521.0,2388.19,8121.11,8.4552,392,38.8,23.235,0.24257425742574257,125
22,-0.004,-0.0002,642.61,1590.58,1409.53,21.61,553.18,2388.15,9045.97,47.62,521.19,2388.15,8129.55,8.472,393,38.64,23.3,0.24752475247524752,125
22,0.0017,0.0005,642.64,1592.76,1401.38,21.61,553.19,2388.14,9051.46,47.68,521.31,2388.11,8124.81,8.4562,394,38.52,23.2958,0.2524752475247525,125
22,-0.0035,0.0002,642.57,1588.86,1415.7,21.61,553.38,2388.19,9043.59,47.54,521.19,2388.17,8123.22,8.4475,393,38.91,23.339,0.25742574257425743,125
22,0.0007,-0.0,642.59,1594.84,1413.85,21.61,552.81,2388.17,9045.18,47.79,521.35,2388.09,8125.97,8.4599,394,38.69,23.2767,0.2623762376237624,125
22,0.0022,0.0005,642.82,1592.34,1417.11,21.61,552.92,2388.13,9041.38,47.58,520.81,2388.15,8120.31,8.4476,393,38.71,23.1876,0.26732673267326734,125
22,-0.0013,-0.0001,642.82,1589.77,1414.49,21.61,552.94,2388.24,9041.08,47.68,521.21,2388.19,8124.34,8.5004,394,38.74,23.2381,0.2722772277227723,125
22,0.0002,-0.0002,643.22,1586.45,1409.47,21.61,553.46,2388.2,9045.19,47.69,520.75,2388.16,8123.09,8.4353,392,38.54,23.3475,0.27722772277227725,125
22,0.0004,-0.0001,642.71,1592.16,1413.15,21.61,552.98,2388.14,9050.23,47.47,521.04,2388.12,8119.56,8.4896,394,38.86,23.3465,0.28217821782178215,125
22,-0.0009,0.0005,642.77,1601.81,1414.81,21.61,552.57,2388.2,9048.1,47.49,520.92,2388.14,8120.97,8.4607,391,38.7,23.1289,0.2871287128712871,125
22,0.0007,0.0003,642.35,1582.2,1421.03,21.61,553.44,2388.14,9043.74,47.58,521.07,2388.11,8129.3,8.4459,393,38.86,23.2998,0.29207920792079206,125
22,0.0042,-0.0002,642.2,1585.35,1410.03,21.61,552.64,2388.12,9045.63,47.64,521.05,2388.17,8129.04,8.4546,395,38.83,23.158,0.297029702970297,125
22,-0.0049,-0.0005,642.92,1592.85,1417.27,21.61,553.04,2388.2,9048.79,47.73,521.22,2388.19,8120.77,8.4626,394,38.91,23.2871,0.30198019801980197,125
22,0.0002,0.0001,642.66,1590.09,1413.4,21.61,553.24,2388.14,9053.08,47.53,521.08,2388.15,8127.39,8.4871,391,38.78,23.1366,0.3069306930693069,125
22,-0.0002,-0.0004,642.55,1590.61,1409.71,21.61,552.82,2388.15,9055.0,47.44,521.7,2388.2,8126.67,8.467,392,38.83,23.2717,0.3118811881188119,125
22,0.0022,0.0002,642.76,1589.41,1410.89,21.61,552.82,2388.17,9055.82,47.62,520.64,2388.11,8121.39,8.4445,393,38.68,23.2576,0.31683168316831684,125
22,0.0017,0.0002,642.55,1592.48,1408.87,21.61,553.06,2388.15,9048.68,47.54,520.65,2388.14,8121.49,8.4588,394,38.78,23.335,0.3217821782178218,125
22,-0.0002,-0.0002,643.34,1594.0,1411.47,21.61,552.8,2388.16,9048.41,47.67,521.51,2388.21,8129.05,8.4286,392,38.69,23.2503,0.32673267326732675,125
22,-0.0008,-0.0002,642.34,1586.98,1408.9,21.61,552.71,2388.17,9050.32,47.52,521.16,2388.17,8129.03,8.4179,393,38.61,23.2829,0.3316831683168317,125
22,0.0022,0.0,642.67,1590.36,1411.26,21.61,553.04,2388.16,9044.99,47.77,521.15,2388.18,8133.94,8.4528,394,38.77,23.3721,0.33663366336633666,125
22,-0.0037,0.0003,643.53,1590.03,1416.23,21.61,553.15,2388.14,9043.06,47.65,520.89,2388.15,8123.26,8.4285,394,38.67,23.1985,0.3415841584158416,125
22,-0.0017,-0.0002,642.91,1597.06,1410.25,21.61,553.13,2388.15,9045.98,47.65,521.44,2388.16,8127.75,8.4825,395,38.73,23.3136,0.3465346534653465,125
22,-0.0011,-0.0002,642.98,1593.54,1414.45,21.61,553.78,2388.15,9043.98,47.62,521.48,2388.15,8126.16,8.4685,393,38.95,23.2371,0.35148514851485146,125
22,0.0018,-0.0004,642.97,1589.8,1408.32,21.61,553.93,2388.14,9044.36,47.65,521.16,2388.11,8127.23,8.4498,394,38.82,23.2304,0.3564356435643564,125
22,-0.0026,-0.0002,642.31,1594.01,1411.77,21.61,553.16,2388.15,9047.17,47.75,521.24,2388.07,8122.36,8.4963,393,38.71,23.4268,0.3613861386138614,125
22,0.0012,-0.0001,643.31,1590.59,1407.23,21.61,552.96,2388.14,9040.94,47.54,520.98,2388.14,8129.43,8.4913,392,38.72,23.1645,0.36633663366336633,125
22,0.0007,0.0003,642.22,1596.63,1406.61,21.61,553.3,2388.14,9038.52,47.63,521.37,2388.1,8125.96,8.4373,393,38.67,23.3726,0.3712871287128713,125
22,0.0001,-0.0002,643.09,1589.54,1411.94,21.61,552.57,2388.18,9047.09,47.78,521.28,2388.19,8127.9,8.4363,394,38.68,23.3426,0.37623762376237624,125
22,-0.0022,0.0001,642.81,1589.86,1407.99,21.61,552.63,2388.11,9046.76,47.6,521.17,2388.14,8124.81,8.5002,394,38.83,23.3883,0.3811881188118812,125
22,0.0039,-0.0002,642.79,1590.88,1410.45,21.61,552.57,2388.13,9048.73,47.78,521.18,2388.18,8128.6,8.484,393,38.72,23.2214,0.38613861386138615,124
22,-0.0006,-0.0,642.72,1582.2,1409.31,21.61,553.44,2388.14,9047.66,47.76,521.4,2388.15,8123.94,8.4498,392,38.63,23.268,0.3910891089108911,123
22,0.0031,-0.0002,642.32,1586.95,1408.99,21.61,553.01,2388.14,9050.06,47.71,521.42,2388.15,8128.19,8.4668,393,38.59,23.3018,0.39603960396039606,122
22,-0.004,0.0004,643.11,1591.83,1414.25,21.61,553.38,2388.2,9047.96,47.72,521.11,2388.15,8126.35,8.4555,394,38.76,23.2738,0.400990099009901,121
